Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"anomaly shampoo",65,3,3,Reviews,9900,C,"Reviews, Video, People also ask, Shopping results, See results about, Related searches, Image",1,0.02,https://www.nykaa.com/brands/anomaly/c/24797,791,0.02,15.84
"stretch marks cream",69,5,6,,33100,C,"Reviews, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/mom-baby/maternity-care/stretch-mark-creams-oils/c/14838,790,0.02,15.82
"nykaa lipstick",84,4,4,,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/nykaa-cosmetics/lips-makeup/c/5090,789,0.02,15.79
"mamaearth face wash",73,11,7,,165000,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Bottom Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/dp/mamaearth-face-wash,788,0.02,23.64
"bb creams",56,1,1,,5700,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.98,0.02,https://www.nykaa.com/makeup/face/bb-cc-cream/c/232,787,0.02,15.75
"loreal shampoo",71,14,15,,201000,C,"Reviews, Video, Shopping results, Related searches, Image",1,0.27,https://www.nykaa.com/brands/loreal-paris/shampoo/c/6513,787,0.02,212.66
"glutathione tablet",68,8,9,Image,90500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/wellness/beauty-supplements/glutathione/c/18550,787,0.02,31.49
"remove tan from face",57,2,2,,9900,I,"Featured snippets, Reviews, Video, People also ask, Related searches",0.89,0.01,https://www.nykaa.com/beauty-blog/how-to-remove-tan-using-simple-home-remedies/,786,0.02,7.87
"period panty",61,6,6,,49500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bath-body/feminine-hygiene/period-panties/c/29093,786,0.02,15.72
"best face wash for dry skin",68,4,1,Image,18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.18,https://www.nykaa.com/skin-type-collection/best-face-wash-for-dry-skin-online-sale/c/6185,785,0.02,141.44
"cetaphil night cream",70,4,5,"Reviews, Image",18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/cetaphil-bhr-brightening-night-comfort-cream/p/1171878,785,0.02,15.72
"swiss beauty concealer",68,4,4,"Reviews, Image",18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/swiss-beauty-liquid-concealer/p/419682,785,0.02,15.72
"color of hair",71,6,6,Reviews,40500,I,"Reviews, Video, People also ask, Related searches, Image",0.68,0.2,https://www.nykaa.com/hair-care/hair-styling/hair-color/c/2043,778,0.02,155.61
"boobs enlargement cream",59,3,3,"Reviews, Image",9900,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/inlife-breast-enhancement-cream/p/13449,776,0.02,7.77
"makeup remover",55,2,1,,9900,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/makeup/face/face-makeup-remover/c/239,775,0.02,15.51
"eye shadow",54,2,3,,9900,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.95,0.02,https://www.nykaa.com/makeup/eyes/eyeshadow/c/242,775,0.02,15.52
"pregnancy stretch mark cream",59,2,2,,5400,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/mom-baby/maternity-care/stretch-mark-creams-oils/c/14838,775,0.02,15.51
"blush makeup",47,1,1,,9900,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/makeup/face/face-blush/c/235,775,0.02,15.52
"best niacinamide serum",56,2,2,Image,9900,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/best-niacinamide-products/best-niacinamide-serums/c/20694,775,0.02,31.03
"lip plumper",58,2,1,,9900,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/makeup/lips/lip-plumper/c/252,775,0.02,15.52
bronzer,56,1,4,,9900,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.94,0.03,https://www.nykaa.com/makeup/face/face-bronzer/c/236,775,0.02,23.28
"sugar lipstick",64,6,,Reviews,49500,C,"Reviews, Video, People also ask, Images, Top Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/sugar-lipsticks/c/8894,775,0.02,15.51
"eye liner",49,1,1,,9900,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.96,0.04,https://www.nykaa.com/makeup/eyes/eyeliner/c/240,775,0.02,31.04
"perfumes for men",56,11,12,,110000,C,"Reviews, People also ask, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/fragrance/men/perfumes-edt-edp/c/974,774,0.02,15.49
"rosemary oil",77,15,21,Image,201000,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/natural/top-search/rosemary-oil/c/9988,774,0.02,23.24
"nail polish set",50,3,4,,9900,C,"Reviews, Bottom Ads, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/makeup/nails/nail-polish-sets/c/257,774,0.02,7.75
bodywise,86,5,5,"Reviews, Image",40500,"L, C","Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Bottom Ads, Shopping results, GMB, Related searches, Image",1,0.04,https://www.nykaa.com/brands/be-bodywise/c/18419,774,0.02,30.98
"anti ageing cream olay",51,2,1,Image,5400,C,"Reviews, People also ask, Images, Bottom Ads, Shopping results, Image",1,0.03,https://www.nykaa.com/brands/olay/anti-aging/c/6323,772,0.02,23.17
"sun cream",65,7,,,90500,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/sun-care/face-sunscreen/c/8429,772,0.02,15.46
"the souled store",80,25,26,,246000,"L, C","Local pack, Reviews, Sitelinks, Video, Knowledge graph, Top Ads, Shopping results, Related searches",0.87,0.02,https://www.nykaa.com/brands/the-souled-store/c/23700,772,0.02,15.45
"vaseline lip balm",73,6,5,"Reviews, Image",49500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/vaseline-lip-tins-original-care/p/2808654,770,0.02,15.42
"hairstyle in short hair",90,6,11,,40500,I,"Reviews, Video, People also ask, Related searches, Image",0,0,https://www.nykaa.com/beauty-blog/flirty-haircuts-and-hairstyles-for-short-hair/,770,0.02,0
"hair growth oil",56,7,6,Image,49500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.08,https://www.nykaa.com/hair-care/hair/hair-oil/c/2040,768,0.02,61.49
lube,69,7,8,Image,49500,"L, C","Local pack, Reviews, Video, People also ask, Images, See results about, Related searches, Image",0.87,0.03,https://www.nykaa.com/wellness/sexual-wellness/lubricants/c/1657,767,0.02,23.03
laneige,77,3,3,,18100,C,"Reviews, Sitelinks, Video, People also ask, Images, Bottom Ads, Shopping results, See results about, Related searches",1,0.03,https://www.nykaa.com/luxe/brands/laneige/c/8242,765,0.02,22.95
"mars lipstick",83,5,11,"Reviews, Image",40500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/mars-super-stay-lipstick-lip-color/p/10708406,765,0.02,15.3
"face razor",64,6,4,,40500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bath-body/female-grooming/face-eyebrow-razors/c/25322,765,0.02,15.3
"exfoliating scrub",45,1,1,Reviews,8100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.96,0.01,https://www.nykaa.com/skin/cleansers/scrubs-exfoliators/c/8381,763,0.02,7.64
"kamasutra perfume",81,4,7,Reviews,14800,"I, N","Reviews, People also ask, Copyright infringement",0.55,0.01,https://www.nykaa.com/kamasutra-spark-red-spice/p/38824,760,0.02,7.61
"purna gummies",60,2,2,Image,6600,C,"Reviews, Video, People also ask, Shopping results, See results about, Related searches, Image",1,0.05,https://www.nykaa.com/brands/purna/c/11932,759,0.02,37.98
"best facial kit for glowing skin",44,3,4,,9900,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/skin/kits-combos/facial-kits/c/8436,758,0.02,7.59
"micellar water",70,4,11,"Reviews, Image",27100,C,"Featured snippets, Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/garnier-skin-naturals-micellar-cleansing-water/p/220214,756,0.02,15.13
"streax hair serum",64,8,10,"Reviews, Image",90500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/streax-hair-serum-with-walnut-oil/p/1063734,754,0.02,7.55
"get rid of tan",73,5,4,,33100,I,"Featured snippets, Reviews, Video, People also ask, Images, Related searches",0.95,0.02,https://www.nykaa.com/beauty-blog/how-to-remove-tan-using-simple-home-remedies/,751,0.02,15.04
champi,54,8,9,"Reviews, Image",110000,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches, Image",0,0.04,https://www.nykaa.com/inde-wild-champi-hair-oil-with-bhringraj-brahmi-amla-for-regrowth-hairfall-dandruff-control/p/14087399,750,0.02,30.01
"dot and key face wash",69,4,4,"Reviews, Image",27100,C,"Reviews, Sitelinks, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/dot-key-cica-salicylic-face-wash-with-tea-tree-oil-for-oily-acne-prone-skin/p/7248416,749,0.02,22.49
"heels for women",64,16,22,,201000,C,"Reviews, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/footwear/heels/c/11922,748,0.02,7.49
bracelets,53,17,17,,201000,C,"Reviews, Images, Shopping results, Related searches, Image",1,0.06,https://www.nykaa.com/jewellery-accessories/bracelets-bangles/bracelets/c/11380,748,0.02,44.91
lipsticks,68,18,,Image,201000,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.98,0.02,https://www.nykaa.com/makeup/lips/liquid-lipstick/c/263,748,0.02,14.97
"dr sheth's",79,16,10,Reviews,201000,C,"Reviews, Sitelinks, Video, People also ask, Knowledge graph, Shopping results, Related searches",1,0.19,https://www.nykaa.com/dr-sheth-s-ceramide-vitamin-c-sunscreen/p/12341930,748,0.02,142.23
"curl cream",43,2,4,"Reviews, Image",6600,C,"Reviews, People also ask, Images, Bottom Ads, Shopping results, Videos Block, Related searches, Image",1,0.02,https://www.nykaa.com/curl-up-curl-defining-cream/p/875688,747,0.02,14.96
"best moisturizer",74,6,2,,33100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/moisturizers/c/8393,746,0.02,14.93
"best mascara",66,2,1,,5400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.09,https://www.nykaa.com/makeup/eyes/eye-mascara/c/241,745,0.02,67.13
"best eyeliner",56,2,2,,5400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.08,https://www.nykaa.com/makeup/eyes/eyeliner/c/240,745,0.02,59.67
"sunscreen for face best",58,2,2,,5400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/sun-care/face-sunscreen/c/8429,745,0.02,14.92
"best scrub for face",46,2,2,,9900,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/cleansers/scrubs-exfoliators/c/8381,744,0.02,14.88
"face pores",79,4,5,,18100,I,"Video, People also ask, Related searches, Image",0.03,0.05,https://www.nykaa.com/skin/shop-by-concern/pores/c/8449,743,0.02,37.19
olaplex,65,3,3,Image,18100,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/luxe/brands/olaplex/c/6519,743,0.02,22.3
"nykaa products",66,1,5,,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.91,0.02,https://www.nykaa.com/new-at-nykaa/c/147,742,0.02,14.86
"non comedogenic moisturizer",50,2,2,Reviews,9900,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/non-comedogenic-cream,737,0.02,14.75
"best lipstick",60,2,1,,6600,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",0.96,0.03,https://www.nykaa.com/makeup/lips/lipstick/c/249,736,0.02,22.1
"best face scrub",47,3,2,,9900,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/cleansers/scrubs-exfoliators/c/8381,736,0.02,14.72
"sofy sanitary pads",75,7,8,Image,60500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/brands/sofy/c/5360,736,0.02,14.72
"renee cosmetics",88,5,4,,40500,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results, See results about, Related searches, Image",0.98,0.02,https://www.nykaa.com/brands/renee-by-aashka-goradia/c/7366,736,0.02,14.73
"bracelet for women",54,18,29,,201000,C,"Reviews, Shopping results, See results about, Videos Block, Related searches, Image",1,0.03,https://www.nykaa.com/jewellery-accessories/bracelets-bangles/bracelets/c/11380,735,0.02,22.07
"cetaphil cleanser",68,18,,,201000,C,"Reviews, Video, People also ask, Top Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/cetaphil-face-wash,735,0.02,14.71
mangtika,71,5,5,,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.98,0.03,https://www.nykaa.com/jewellery-accessories/hair-accessories/maang-tikka/c/11386,735,0.02,22.05
"ketoconazole shampoo",91,17,12,Image,201000,C,"Video, People also ask, Shopping results, FAQ, Related searches, Image",0.98,0.11,https://www.nykaa.com/be-bodywise-1percent-ketoconazole-anti-dandruff-shampoo-for-women/p/6883660,735,0.02,80.91
"miss claire",61,2,2,,4400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.79,0.01,https://www.nykaa.com/brands/miss-claire/c/6346,731,0.01,7.32
"tint blush",53,2,3,,4400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.03,https://www.nykaa.com/most-loved-blushes-and-tints/c/32001,731,0.01,21.95
"heat protection serum",49,2,2,Reviews,4400,C,"Reviews, Video, People also ask, Shopping results, Related searches",1,0.02,https://www.nykaa.com/dp/heat-protection-serum,731,0.01,14.64
"eyelash curlers",61,1,1,,4400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.96,0.02,https://www.nykaa.com/makeup/tools-brushes/eyelash-curlers/c/272,731,0.01,14.64
"curly hair hairstyle",80,3,3,,9900,I,"Reviews, Video, People also ask, Related searches, Image",0,0,https://www.nykaa.com/beauty-blog/inspo-on-curls-best-haircuts-for-curly-hair/,730,0.01,0
"ladies watch brands",65,9,11,Reviews,74000,C,"Reviews, Video, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/jewellery-accessories/watches/women-s-watches/c/11397,728,0.01,7.28
"nose strips",67,7,8,"Reviews, Image",60500,C,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",0.98,0.01,https://www.nykaa.com/hiphop-deep-cleansing-nose-strips/p/27256,728,0.01,7.28
"mac lipstick",79,5,5,,40500,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Bottom Ads, Shopping results, See results about, Related searches, Image",1,0.02,https://www.nykaa.com/luxe/brands/mac/lipstick/c/4052,727,0.01,14.56
"the face shop",69,3,3,Image,14800,"L, T","Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, GMB, Related searches, Image",1,0.14,https://www.nykaa.com/brands/the-face-shop/c/4290,726,0.01,101.73
"fix my curls",80,3,3,Image,14800,"L, C","Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, GMB, Related searches, Image",1,0.05,https://www.nykaa.com/brands/fix-my-curls/c/12871,726,0.01,36.33
"hairstyle for curly hair",80,3,1,,8100,I,"Video, People also ask, Images, Related searches, Image",0,0.11,https://www.nykaa.com/beauty-blog/inspo-on-curls-best-haircuts-for-curly-hair/,725,0.01,79.83
"best mens hair color products",58,2,2,,8100,C,"Reviews, Video, People also ask, Images, Shopping results, Videos Block, Related searches, Image",0.99,0.01,https://www.nykaa.com/dp/hair-color-for-men,724,0.01,7.24
"best shampoo for dry and frizzy hair",59,2,,Image,8100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.05,https://www.nykaa.com/hair-care/shop-by-concern/dry-frizzy-hair/c/2046,724,0.01,36.2
dildo,74,18,16,,201000,I,Reviews,0,0,https://www.nykaa.com/sangya-project-sangya-s6-dildo-versatile-and-body-safe/p/14214780,722,0.01,0
"park avenue perfume",74,8,6,,60500,C,"Reviews, Video, Images, Shopping results, Related searches, Image",0.98,0.01,https://www.nykaa.com/brands/park-avenue/c/739,722,0.01,7.23
bracelet,53,19,19,,201000,C,"Reviews, Shopping results, Related searches, Image",1,0.06,https://www.nykaa.com/jewellery-accessories/bracelets-bangles/bracelets/c/11380,722,0.01,43.35
"best sunscreen oily skin",69,8,6,,74000,C,"Reviews, Video, People also ask, Shopping results, Image",1,0.01,https://www.nykaa.com/editor-s-choice/best-oily-skin-sunscreens-online-sale/c/10017,722,0.01,7.23
necklaces,61,19,21,,201000,C,"Reviews, Shopping results, Related searches, Image",1,0.05,https://www.nykaa.com/jewellery-accessories/necklaces/c/11371,722,0.01,36.13
"titan skinn perfume",59,4,6,,14800,C,"Reviews, Video, Top Ads, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/skinn-by-titan/c/2459,722,0.01,14.44
"dr sheth",83,18,32,Reviews,201000,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",1,0.19,https://www.nykaa.com/dr-sheth-s-ceramide-vitamin-c-sunscreen/p/12341930,722,0.01,137.28
"schwarzkopf hair colour",63,2,3,,8100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/schwarzkopf/c/753,719,0.01,14.39
"best makeup products",63,2,1,,5400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.96,0.16,https://www.nykaa.com/makeup/face/c/13,717,0.01,114.85
cetaphil,71,11,11,"Reviews, Image",165000,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/cetaphil-cleansing-lotion/p/22032,716,0.01,14.32
"nail polish remover",61,3,2,,14800,C,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",0.95,0.02,https://www.nykaa.com/makeup/nails/nail-polish-remover/c/260,712,0.01,14.25
agaro,90,6,6,Image,33100,"I, N","Reviews, Sitelinks, Video, People also ask, Related searches, Image, Sites",0.82,0.01,https://www.nykaa.com/brands/agaro/c/2128,712,0.01,7.13
"makeup kit",61,12,12,Image,165000,C,"Reviews, Video, Images, Shopping results, Related searches, Image",0.98,0.02,https://www.nykaa.com/makeup/makeup-kits/c/1448,711,0.01,14.23
"shahnaz husain",82,5,5,,33100,I,"Reviews, Video, Top stories, Knowledge graph, Related searches, Image",0.97,0.33,https://www.nykaa.com/brands/shahnaz-husain/c/1561,710,0.01,234.59
"cerave face wash",73,2,3,"Reviews, Image",18100,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/cerave-hydrating-facial-cleanser-non-foaming-face-wash-with-hyaluronic-acid-ceramides-glycerin/p/13169473,710,0.01,14.21
"glycolic acid cream",76,20,13,Reviews,201000,C,"Reviews, Video, People also ask, Shopping results, Related searches",0.99,0.01,https://www.nykaa.com/l-oreal-paris-glycolic-bright-day-cream-with-spf-17/p/7010176,709,0.01,7.09
"nykaa coupon",53,2,2,,6600,I,"Video, People also ask, Related searches",0.25,0.02,https://www.nykaa.com/coupons-offers,709,0.01,14.19
"vitamin c serum",46,20,12,Image,201000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/vitamin-c-face-serums/c/26274,709,0.01,14.19
"pilgrim hair growth serum",68,6,6,"Reviews, Image",33100,C,"Reviews, Video, People also ask, Knowledge graph, Top Ads, Shopping results, Related searches, Image",1,0.06,https://www.nykaa.com/pilgrim-3percent-redensyl-4percent-anagain-advance-hair-growth-serum/p/15966287,709,0.01,42.57
"vitamin e capsule",72,30,12,,246000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.67,0.01,https://www.nykaa.com/wellness/beauty-supplements/vitamin-e/c/18549,708,0.01,7.09
"pimple patches",65,7,6,Image,60500,C,"Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/the-derma-co-micro-tip-salicylic-acid-patches-with-hydrocolloid-for-clean-clear-skin-24-patches/p/2814930,708,0.01,14.18
soaps,63,9,7,,90500,I,"Reviews, Video, Images, Related searches, Image",0.51,0.02,https://www.nykaa.com/bath-body/bath-and-shower/soaps/c/367,706,0.01,14.13
"best deodorant for women",52,2,1,,5400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.98,0.01,https://www.nykaa.com/bath-body/female-grooming/deodorants-roll-ons/c/971,704,0.01,7.05
"liquid foundation",49,2,4,,8100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.85,0.06,https://www.nykaa.com/makeup/face/face-foundation/c/228,703,0.01,42.21
"moisturizing cream",48,1,2,Reviews,8100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.95,0.02,https://www.nykaa.com/skin/moisturizers/face-moisturizer-day-cream/c/8394,703,0.01,14.07
"mask for hair",67,7,8,,60500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/natural/hair/hair-masks/c/9600,701,0.01,14.02
"veet hair removal cream",69,6,7,,40500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/brands/veet/c/758,701,0.01,7.02
"beauty blender",61,4,6,,22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.98,0.03,https://www.nykaa.com/makeup/tools-brushes/sponges-applicators/c/271,700,0.01,21.02
"nykaa perfume",68,2,1,,6600,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.03,https://www.nykaa.com/fragrance/women/c/54,698,0.01,20.95
"spf 50 sun cream",61,3,4,,14800,C,"Reviews, Video, People also ask, Images, Shopping results, Videos Block, Image",1,0.02,https://www.nykaa.com/skin/sun-care/face-sunscreen/c/8429,698,0.01,13.96
"rosemary oil",77,21,,Reviews,201000,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/aravi-organic-rosemary-essential-oil-for-hair-growth-hair-nourish/p/7910448,696,0.01,20.89
converse,83,21,26,,201000,C,"Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/brands/converse/c/59038,696,0.01,13.93
"nykaa cosmetics",79,3,,,9900,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",0.93,0.13,https://www.nykaa.com/sp/ultra_lux-app-homepage/desktop,695,0.01,90.43
"hamster london",56,2,3,,8100,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Knowledge graph, Top Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/brands/hamster-london/c/14153,691,0.01,20.74
"foundation brush",64,3,5,,14800,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/makeup/tools-brushes/face-brush/c/267,688,0.01,20.65
"scar removal cream",67,3,3,,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.98,0.01,https://www.nykaa.com/dp/cream-for-scars,688,0.01,6.88
"vitamin c tablets for skin",83,4,5,Image,14800,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/dp/vitamin-c-tablets,688,0.01,13.77
"ordinary serum",73,3,2,,14800,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/luxe/brands/the-ordinary/c/23993,688,0.01,13.77
"nykaa makeup",79,1,1,Image,4400,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.95,0.07,https://www.nykaa.com/brands/nykaa-cosmetics/c/1937,687,0.01,48.11
"maybelline fit me foundation",71,4,3,"Reviews, Image",22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.07,https://www.nykaa.com/maybelline-new-york-fit-me-matte-poreless-foundation/p/31074,686,0.01,48.08
"bio oil",80,4,4,Image,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.96,0.03,https://www.nykaa.com/brands/bio-oil/c/1191,686,0.01,20.6
"talcum powder",78,4,4,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, See results about, Related searches, Image",0.65,0.01,https://www.nykaa.com/bath-body/body-care/talcum-powder/c/374,686,0.01,6.86
"dior lipstick",75,4,6,"Reviews, Image",22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/dior-rouge-forever-lipstick/p/8324916,686,0.01,13.74
"hair roller",71,4,3,,22200,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/hair-care/tools-and-accessories/rollers-curlers/c/363,686,0.01,13.74
"face creams",63,6,4,,40500,C,"Reviews, Video, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/moisturizers/face-moisturizer-day-cream/c/8394,686,0.01,13.74
"oily skin moisturizer",71,3,3,,12100,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/fragrance-free-moisturizers-for-oily-skin,686,0.01,13.74
"wax for face",78,3,4,,14800,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/dp/face-wax,685,0.01,6.85
"korean skin care products",61,5,2,Image,22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/korean-beauty-bestsellers-online-sale/c/4623,685,0.01,20.57
"derma face wash",70,4,5,"Reviews, Image",18100,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, See results about, Related searches, Image",1,0.02,https://www.nykaa.com/the-derma-co-1percent-salicylic-acid-gel-face-wash-with-salicylic-acid-witch-hazel-for-active-acne/p/2636186,684,0.01,13.69
"nykaa sale",76,3,28,,18100,T,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",0.93,0.05,https://www.nykaa.com/combo-offers,684,0.01,34.24
"faces canada foundation",67,4,5,Image,18100,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, See results about, Related searches, Image",1,0.02,https://www.nykaa.com/brands/faces-canada/foundation/c/5796,684,0.01,13.69
"oily skin best foundation",74,3,1,,14800,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/foundation-for-oily-skin/c/6958,684,0.01,13.69
zivame,86,22,,Reviews,201000,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge graph, Top Ads, Shopping results, Related searches, Image",0.51,0.06,https://www.nykaa.com/zivame-padded-underwired-strapless-bra/p/479198,683,0.01,41.01
